keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
,,317,,2026-01-28T13:41:39.383000+00:00,Bridge $ADA to COTI to start earning today Cardano holders can now move $ADA to the COTI network via Chain Port. Hold to earn daily TPS rewards Convert to $COTI at season's end Watch the full demo Posted,https://x.com/COTInetwork/status/2016506923818901723,,filter_out,filter_out,yield_farming,yield_farming,0.968111515,0.7435231209,0.9503289461,0.9503289461,04207370e56f4bac53d85577bc0028d3addd78ad415a2b3b45d33169e55af520,COTI Foundation,discord,Posted,,"{""filter_out"": 0.968111515045166, ""high_value"": 0.0008293170831166208, ""yield_farming"": 0.03105917200446129}","{""filter_out"": 0.743523120880127, ""high_value"": 0.0417831689119339, ""yield_farming"": 0.21469369530677795}","{""filter_out"": 0.03557531163096428, ""high_value"": 0.014095712453126907, ""yield_farming"": 0.9503289461135864}","{""filter_out"": 0.03557531163096428, ""high_value"": 0.014095712453126907, ""yield_farming"": 0.9503289461135864}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,307,,2026-01-28T10:43:17.634000+00:00,"BeldexCoin $BDX Fixed Promotion, Enjoy an APR of 150% Activity Start 10 00 00 on January 28, 2026 UTC Details Reposted KuCoin Earn",https://x.com/kucoincom/status/2016462050500001969,https://x.com/KuCoin_Earn/status/2016461834359034022,yield_farming,filter_out,yield_farming,yield_farming,0.9780515432,0.9976818562,0.9953526258,0.9953526258,7fe7b524715c14c4884028bf807ee7628504a0e672091783e83013158f9a27ea,KuCoin,discord,Reposted,@KuCoin_Earn,"{""filter_out"": 0.021948250010609627, ""high_value"": 2.2583913050766569e-07, ""yield_farming"": 0.9780515432357788}","{""filter_out"": 0.9976818561553955, ""high_value"": 1.2977145161130466e-05, ""yield_farming"": 0.0023050950840115547}","{""filter_out"": 0.004645548760890961, ""high_value"": 1.8077849972542026e-06, ""yield_farming"": 0.9953526258468628}","{""filter_out"": 0.004645548760890961, ""high_value"": 1.8077849972542026e-06, ""yield_farming"": 0.9953526258468628}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+pc_agree_oc_disagrees,yield_farming,oc
,,304,,2026-01-28T10:06:03.431000+00:00,"Stake. Earn. Win. The Beldex x KuCoin Staking Contest is here with $20,000 in $BDX rewards Jan 28 Feb 27, 2026 Posted",https://x.com/BeldexCoin/status/2016452623700795748,,yield_farming,filter_out,yield_farming,yield_farming,0.9314619899,0.9532696605,0.9777135253,0.9777135253,d306c4e9218570318f5741574e34059fb56fa61d651f5029cbf480b7f0991870,Beldex.bdx,discord,Posted,,"{""filter_out"": 0.06853745877742767, ""high_value"": 6.03210366989515e-07, ""yield_farming"": 0.9314619898796082}","{""filter_out"": 0.9532696604728699, ""high_value"": 5.6768876675050706e-06, ""yield_farming"": 0.04672469571232796}","{""filter_out"": 0.022286180406808853, ""high_value"": 2.990848315675976e-07, ""yield_farming"": 0.9777135252952576}","{""filter_out"": 0.022286180406808853, ""high_value"": 2.990848315675976e-07, ""yield_farming"": 0.9777135252952576}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+pc_agree_oc_disagrees,yield_farming,oc
,,295,,2026-01-28T05:31:29.766000+00:00,New opportunity on Morpho PT mHYPER 30APR2026 is now available as collateral in Morpho's new market. PT token on pendle fi Access to Morpho market Reposted MidasRWA,https://x.com/pendle_fi/status/2016383578163327109,https://x.com/MidasRWA/status/2016206591104606254,high_value,filter_out,yield_farming,yield_farming,0.9999974966,0.9482272267,0.999994874,0.999994874,c3289b81dc34dcc00f1b7cea0799ed1795363f6ac12ade5ed6b321993737fd56,Pendle,discord,Reposted,@MidasRWA,"{""filter_out"": 2.561282371971174e-06, ""high_value"": 0.9999974966049194, ""yield_farming"": 8.151999963956769e-09}","{""filter_out"": 0.9482272267341614, ""high_value"": 0.05174827203154564, ""yield_farming"": 2.4528835638193414e-05}","{""filter_out"": 5.014734142605448e-06, ""high_value"": 1.6893444865218044e-07, ""yield_farming"": 0.9999948740005493}","{""filter_out"": 5.014734142605448e-06, ""high_value"": 1.6893444865218044e-07, ""yield_farming"": 0.9999948740005493}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,all_different,,
,,294,,2026-01-28T05:16:12.398000+00:00,"Yummmm new capmoney stcUSD and cUSD on Pendle Right in time as their 29 Jan pools mature tomorrow so yes, remember to rollover your positions to keep the yield machine running VROOM VROOOOM Pencosystem flywheels for the July pools are already up and running. Morpho markets on Ethereum PT stcUSD PT cUSD Morpho market on Unichain F REE TO BORROW NOW PT cUSD Reposted PendleIntern",https://x.com/pendle_fi/status/2016379718707380317,https://x.com/PendleIntern/status/2016379668069487103,filter_out,filter_out,yield_farming,yield_farming,0.777284205,0.9999834299,0.6334078908,0.6334078908,f2896c1958d23182698d13d0915b4fa51e240259bcd179af84b92ddd817e4acc,Pendle,discord,Reposted,@PendleIntern,"{""filter_out"": 0.7772842049598694, ""high_value"": 2.0106865122215822e-05, ""yield_farming"": 0.22269566357135773}","{""filter_out"": 0.9999834299087524, ""high_value"": 6.82549057273718e-08, ""yield_farming"": 1.644249277887866e-05}","{""filter_out"": 0.36658838391304016, ""high_value"": 3.7135744150873506e-06, ""yield_farming"": 0.6334078907966614}","{""filter_out"": 0.36658838391304016, ""high_value"": 3.7135744150873506e-06, ""yield_farming"": 0.6334078907966614}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,283,,2026-01-27T22:20:18.457000+00:00,"ICYMI, Injective staking on Nansen is now live Stake your $INJ with Nansen and stack Nansen Points retroactively. Reposted nansen ai",https://x.com/injective/status/2016275006364234228,https://x.com/nansen_ai/status/2016119036325876117,filter_out,filter_out,yield_farming,yield_farming,0.9998489618,0.9999996424,0.8883870244,0.8883870244,7fecbbcd2ffc6ab04a797888804d17b2dd083b76a227eb80f008a7d9b6bb7229,Injective 🥷,discord,Reposted,@nansen_ai,"{""filter_out"": 0.9998489618301392, ""high_value"": 0.00015000550774857402, ""yield_farming"": 1.0675428256945452e-06}","{""filter_out"": 0.9999996423721313, ""high_value"": 2.964905831959186e-07, ""yield_farming"": 8.494598091601802e-08}","{""filter_out"": 0.014247693121433258, ""high_value"": 0.09736531227827072, ""yield_farming"": 0.8883870244026184}","{""filter_out"": 0.014247693121433258, ""high_value"": 0.09736531227827072, ""yield_farming"": 0.8883870244026184}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,282,,2026-01-27T21:52:36.005000+00:00,"Tokenized funds on Solana are built to be used. SuperstateInc Crypto Carry Fund USCC is now live as eligible collateral on kamino. This unlocks Continued exposure to SOL, BTC, and ETH basis strategies Onchain liquidity using USCC as collateral Capital deployment across Solana DeFi As compliant assets become composable, Solana is where capital goes onchain. Reposted capitalmarkets",https://x.com/kamino/status/2016268105962471701,https://x.com/capitalmarkets/status/2016267276031557695,high_value,filter_out,yield_farming,yield_farming,0.7745828629,0.9999972582,0.9662274718,0.9662274718,44674f716d02298ed96af3067d58e502aa89fa427c506ce1e01cd0ae82003f67,Kamino,discord,Reposted,@capitalmarkets,"{""filter_out"": 0.22541645169258118, ""high_value"": 0.7745828628540039, ""yield_farming"": 6.050645993127546e-07}","{""filter_out"": 0.9999972581863403, ""high_value"": 2.642585513967788e-06, ""yield_farming"": 4.6911512896485874e-08}","{""filter_out"": 0.012258403934538364, ""high_value"": 0.0215141698718071, ""yield_farming"": 0.9662274718284607}","{""filter_out"": 0.012258403934538364, ""high_value"": 0.0215141698718071, ""yield_farming"": 0.9662274718284607}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,all_different,,
,,278,,2026-01-27T19:00:35.186000+00:00,"Delegation vs staking on Tezos, in simple terms Delegation legacy You assign the rights of your tez to a baker to boost their baking power. For that, your baker gives you some of their rewards, with no guarantee from the Tezos protocol. Staking since June 2024 You lock your tez with a baker and earn block rewards that accrue automatically in your account. Rewards are triple that of delegation, but slashing risks do exist. Posted",https://x.com/tezos/status/2016224778676531675,,filter_out,filter_out,yield_farming,yield_farming,0.9798209667,0.8740766644,0.9796675444,0.9796675444,6dd21562cf67e114290af2f8156b13e6717704e17a9bb8704f51aa5a25a31080,Tezos,discord,Posted,,"{""filter_out"": 0.979820966720581, ""high_value"": 1.7795759958971757e-06, ""yield_farming"": 0.020177284255623817}","{""filter_out"": 0.8740766644477844, ""high_value"": 6.216819201654289e-07, ""yield_farming"": 0.12592269480228424}","{""filter_out"": 0.020332351326942444, ""high_value"": 7.118084965895832e-08, ""yield_farming"": 0.9796675443649292}","{""filter_out"": 0.020332351326942444, ""high_value"": 7.118084965895832e-08, ""yield_farming"": 0.9796675443649292}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,277,,2026-01-27T18:56:01.327000+00:00,"Best Trending Loop of the Week STKESOL SOL on kamino One thing that stood out on Kamino this week More users are leaning into leveraged staking structures, with STKESOL SOL climbing into the most used Multiply vaults. Here s why the STKESOL SOL Multiply loop is picking up traction What s driving the trend $STKESOL Multiply boosts native SOL staking yield using leverage while keeping full SOL price exposure. No LP risk. No emissions dependency. Just amplified staking. Smooth setup, zero friction Swap $SOL $STKESOL directly 0% platform fees Head to Multiply Select the STKESOL SOL vault already trending Choose leverage and let Kamino handle execution Everything stays inside Kamino. How the loop actually earns Mechanically simple STKESOL used as collateral SOL borrowed against it Borrowed SOL increases STKESOL exposure As long as STKESOL staking APY SOL borrow rate, the position outperforms plain staking shown directly as Net APY. Why risk is more controlled than typical LST loops Kamino engineered this specifically for LST safety STKESOL priced via theoretical price not market price No liquidation risk from LST depegs Clear liquidation analytics to model rate stress Overcollateralized structure with defined LTV bands Still smart contract rate risk but no hidden reflexive mechanics. Current loop stats Max leverage 7.7 Average user leverage 5.84 Max Net APY 17.6% Liquidity available 395k SOL Weekly STKESOL rewards 70 STKESOL $9k Pure staking yield, multiplied. Why it s trending now In a week where users favored capital efficiency over emissions, STKESOL SOL stood out as a clean way to scale SOL yield without leaving the ecosystem. Native staking, multiplied. High signal Kamino product Reposted",https://x.com/kamino/status/2016223656003645758,,filter_out,filter_out,yield_farming,yield_farming,0.9992650151,0.999938488,0.8333228827,0.8333228827,619e0dcd1db71cba240b42304936714b07d33cf289da68bf029b17cb44a218e6,Kamino,discord,Reposted,,"{""filter_out"": 0.9992650151252747, ""high_value"": 0.0001822538033593446, ""yield_farming"": 0.0005526778404600918}","{""filter_out"": 0.9999384880065918, ""high_value"": 4.591855145008594e-07, ""yield_farming"": 6.108852539910004e-05}","{""filter_out"": 0.16667506098747253, ""high_value"": 2.0687125470431056e-06, ""yield_farming"": 0.8333228826522827}","{""filter_out"": 0.16667506098747253, ""high_value"": 2.0687125470431056e-06, ""yield_farming"": 0.8333228826522827}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,276,,2026-01-27T18:37:21.053000+00:00,Introducing Kraken DeFi Earn Posted,https://x.com/veda_labs/status/2016218951383163254,,filter_out,filter_out,yield_farming,yield_farming,0.9999562502,0.9999965429,0.9999444485,0.9999444485,5b1671481f72a91293cd9e95beab5d7645dde21639a5af2aa9b6df8d0a66b5a2,Veda,discord,Posted,,"{""filter_out"": 0.9999562501907349, ""high_value"": 3.927691523131216e-07, ""yield_farming"": 4.3319018004694954e-05}","{""filter_out"": 0.999996542930603, ""high_value"": 2.1233756797300885e-06, ""yield_farming"": 1.287892473555985e-06}","{""filter_out"": 5.266191510600038e-05, ""high_value"": 2.812869070112356e-06, ""yield_farming"": 0.9999444484710693}","{""filter_out"": 5.266191510600038e-05, ""high_value"": 2.812869070112356e-06, ""yield_farming"": 0.9999444484710693}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,274,,2026-01-27T18:00:21.237000+00:00,"Marhaba, AED You can now deposit AED directly from your UAE bank account on Bybit. Deposit AED 400 and unlock over AED 300 in rewards Posted",https://x.com/Bybit_Official/status/2016209592108155127,,filter_out,filter_out,yield_farming,yield_farming,0.9842730761,0.9999696016,0.9997634292,0.9997634292,7f0c5072ef6a381998ff17f938207221bdbd089dfb806a3962d542f52b9f8d84,Bybit,discord,Posted,,"{""filter_out"": 0.9842730760574341, ""high_value"": 2.9473565064108698e-06, ""yield_farming"": 0.01572394371032715}","{""filter_out"": 0.9999696016311646, ""high_value"": 3.3595776471884164e-07, ""yield_farming"": 3.000660944962874e-05}","{""filter_out"": 0.00023185991449281573, ""high_value"": 4.783985332323937e-06, ""yield_farming"": 0.9997634291648865}","{""filter_out"": 0.00023185991449281573, ""high_value"": 4.783985332323937e-06, ""yield_farming"": 0.9997634291648865}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,273,,2026-01-27T17:48:24.546000+00:00,"New Morpho Markets have been deployed with liquidity supplied by all major lenders. Users can now deposit and borrow against Homestead PT cUSD & PT stcUSD. Furthermore, PT cUSD holders can bridge to Unichain for additional UNI incentives Reposted capmoney",https://x.com/Morpho/status/2016206656846090352,https://x.com/capmoney_/status/2016196579859022158,filter_out,filter_out,yield_farming,yield_farming,0.9977927208,0.5760192275,0.9967644215,0.9967644215,1798cb69c086e4a41471d7d932e0bacfd57d78d8ed032a6dce658d9e5aeb395d,Morpho 🦋,discord,Reposted,@capmoney_,"{""filter_out"": 0.9977927207946777, ""high_value"": 0.0006351910997182131, ""yield_farming"": 0.0015721130184829235}","{""filter_out"": 0.5760192275047302, ""high_value"": 0.3066692650318146, ""yield_farming"": 0.11731146275997162}","{""filter_out"": 0.002197514520958066, ""high_value"": 0.0010380323510617018, ""yield_farming"": 0.9967644214630127}","{""filter_out"": 0.002197514520958066, ""high_value"": 0.0010380323510617018, ""yield_farming"": 0.9967644214630127}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,mc+oc_agree_pc_disagrees,filter_out,pc
,,272,,2026-01-27T16:47:57.485000+00:00,"USCC by SuperstateInc offers a market neutral yield strategy by giving exposure to BTC, ETH, SOL, & XRP basis strategies USCC is now live as eligible collateral on Kamino Reposted solana",https://x.com/kamino/status/2016191389600506141,https://x.com/solana/status/2016189472975499778,high_value,filter_out,yield_farming,yield_farming,0.9999860525,0.9960009456,0.9998041987,0.9998041987,106f46c54d5061c831977209eb5b401e93cbff45c034181c17cf8a96cad78a8f,Kamino,discord,Reposted,@solana,"{""filter_out"": 1.395459912600927e-05, ""high_value"": 0.9999860525131226, ""yield_farming"": 4.9443817928818135e-09}","{""filter_out"": 0.9960009455680847, ""high_value"": 0.00399169884622097, ""yield_farming"": 7.381696832453599e-06}","{""filter_out"": 0.0001926022523548454, ""high_value"": 3.1869512895355e-06, ""yield_farming"": 0.9998041987419128}","{""filter_out"": 0.0001926022523548454, ""high_value"": 3.1869512895355e-06, ""yield_farming"": 0.9998041987419128}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27,all_different,,
,,270,,2026-01-27T16:40:07.590000+00:00,"USCC by SuperstateInc offers a market neutral yield strategy by giving exposure to BTC, ETH, SOL, & XRP basis strategies USCC is now live as eligible collateral on Kamino",https://x.com/solana/status/2016189472975499778,https://x.com/kamino/status/2016180156814262742,high_value,filter_out,yield_farming,yield_farming,0.9999724627,0.97057724,0.999986887,0.999986887,dd1e02d6dea569be46723bbf7062cd6996825323f1cac9e3e40e657a6b473a16,Solana,discord,Quoted,@kamino,"{""filter_out"": 2.7535690605873242e-05, ""high_value"": 0.9999724626541138, ""yield_farming"": 1.046711251007082e-08}","{""filter_out"": 0.9705772399902344, ""high_value"": 0.02936619333922863, ""yield_farming"": 5.657947258441709e-05}","{""filter_out"": 6.144131930341246e-06, ""high_value"": 6.962213319638977e-06, ""yield_farming"": 0.9999868869781494}","{""filter_out"": 6.144131930341246e-06, ""high_value"": 6.962213319638977e-06, ""yield_farming"": 0.9999868869781494}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,all_different,,
,,269,,2026-01-27T16:33:07.892000+00:00,"Hey Kyberians on Base, AerodromeFi pools are live on Kyber Earn with 700% APR You can LP directly into Aerodrome pools from Kyber Earn no hopping between dApps, no extra steps. With Kyber Zap, you can LP with any token in a single transaction. Kyber takes care of the routing and execution so you can start earning faster and smoother. Reposted KyberNetwork",https://x.com/AerodromeFi/status/2016187688353673374,https://x.com/KyberNetwork/status/2016187172723020028,filter_out,filter_out,yield_farming,yield_farming,0.996276319,0.999986887,0.9972422123,0.9972422123,bb9f32e2db0992184d8f3cf3a75fa473d92028f4677b091f673dbfb69fd0b6f7,Aerodrome,discord,Reposted,@KyberNetwork,"{""filter_out"": 0.996276319026947, ""high_value"": 3.7497709854505956e-05, ""yield_farming"": 0.00368620827794075}","{""filter_out"": 0.9999868869781494, ""high_value"": 1.1979149405760836e-07, ""yield_farming"": 1.300712665397441e-05}","{""filter_out"": 0.002757621929049492, ""high_value"": 1.1578722336480496e-07, ""yield_farming"": 0.9972422122955322}","{""filter_out"": 0.002757621929049492, ""high_value"": 1.1578722336480496e-07, ""yield_farming"": 0.9972422122955322}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
